time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,1.0000000000218279,0.9900990099134721,7.999999998130079,58.16326530719823
2,87.75510206339271,81.81818181871633,7.999999998130079,58.16326530719823
3,87.75510206339271,81.81818181871633,69.07216493387115,1.0101010098950027
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,7.070707068897547,69.99999998377461,69.07216493387115,1.0101010098950027
2,7.070707068897547,69.99999998377461,88.7755102267565,45.23809523348589
3,53.06122447824257,40.425531907198526,88.7755102267565,45.23809523348589
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,53.06122447824257,40.425531907198526,43.87755102127182,62.88659794001571
2,77.41935484387074,67.36842105606398,43.87755102127182,62.88659794001571
3,77.41935484387074,67.36842105606398,68.00000001567969,39.17525773319217
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,10.101010103333715,57.999999999992724,68.00000001567969,39.17525773319217
2,10.101010103333715,57.999999999992724,83.15789472062943,73.1958762906781
3,46.39175257873085,0,83.15789472062943,73.1958762906781
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,46.39175257873085,0,45.83333333516496,78.3505154660093
2,81.63265306233059,85.5670102910092,45.83333333516496,78.3505154660093
3,81.63265306233059,85.5670102910092,42.85714285777924,2.0202020202651214
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,7.2164948455386835,84.69387755262272,42.85714285777924,2.0202020202651214
2,7.2164948455386835,84.69387755262272,83.15789474101017,69.56521739727022
3,45.83333333516496,68.13186812059968,83.15789474101017,69.56521739727022
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,45.83333333516496,68.13186812059968,13.265306122619439,66.3265305975248
2,88.42105261425773,71.11111111840503,13.265306122619439,66.3265305975248
3,88.42105261425773,71.11111111840503,65.97938144513942,35.48387097890951
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,15.00000000014552,66.66666666919305,65.97938144513942,35.48387097890951
2,15.00000000014552,66.66666666919305,91.66666667014043,80.80808078994659
3,38.54166667740376,1.0000000002037268,91.66666667014043,80.80808078994659
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,38.54166667740376,1.0000000002037268,44.08602151948829,75.00000000284217
2,74.15730337930621,84.04255319657825,44.08602151948829,75.00000000284217
3,74.15730337930621,84.04255319657825,37.50000000151583,37.49999999242088
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,19.58762886640856,68.75000000265268,37.50000000151583,37.49999999242088
2,19.58762886640856,68.75000000265268,89.47368419321316,83.69565218073856
3,21.875000000757915,36.458333334596524,89.47368419321316,83.69565218073856
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,21.875000000757915,36.458333334596524,17.525773200407812,81.8181818190838
2,72.22222221117354,56.32183908806353,17.525773200407812,81.8181818190838
3,72.22222221117354,56.32183908806353,57.89473685905563,40.206185568295915
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,21.64948453661605,68.36734693989676,57.89473685905563,40.206185568295915
2,21.64948453661605,68.36734693989676,89.89898989977682,76.84210526687852
3,31.632653069474713,0.9999999998399289,89.89898989977682,76.84210526687852
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,31.632653069474713,0.9999999998399289,53.12499998938923,82.29166666976148
2,74.7474747483396,66.29213483890335,53.12499998938923,82.29166666976148
3,74.7474747483396,66.29213483890335,58.06451613319644,0
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,59.00000000001455,64.89361700912255,58.06451613319644,0
2,59.00000000001455,64.89361700912255,84.69387755243712,62.499999991318454
3,58.16326530719823,0,84.69387755243712,62.499999991318454
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,58.16326530719823,0,56.56565655301774,71.87500000265268
2,86.31578949903921,64.89361700892904,56.56565655301774,71.87500000265268
3,86.31578949903921,64.89361700892904,29.166666667677216,69.07216495063817
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,24.742268041927282,75.53191489801422,29.166666667677216,69.07216495063817
2,24.742268041927282,75.53191489801422,78.94736842492239,82.10526314205693
3,25.26315789614366,0,78.94736842492239,82.10526314205693
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,25.26315789614366,0,32.98969072256971,85.41666664961363
2,87.36842105671498,64.04494381080941,32.98969072256971,85.41666664961363
3,87.36842105671498,64.04494381080941,15.21739130551693,67.02127658323656
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,34.69387755993732,62.76595746610182,15.21739130551693,67.02127658323656
2,34.69387755993732,62.76595746610182,75,85.56701031154797
3,18.000000004220055,0,75,85.56701031154797
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,18.000000004220055,0,39.17525772341383,90.99999999998545
2,87.50000002463216,61.95652174411632,39.17525772341383,90.99999999998545
3,87.50000002463216,61.95652174411632,14.432989694541739,0
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,80.61224488024278,72.34042555416437,14.432989694541739,0
2,80.61224488024278,72.34042555416437,72.72727271720065,53.260869569704695
3,80.2083333364913,0.9999999998399289,72.72727271720065,53.260869569704695
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,80.2083333364913,0.9999999998399289,44.897959173911836,72.63157895079074
2,98.97959183854914,62.92134830553591,44.897959173911836,72.63157895079074
3,98.97959183854914,62.92134830553591,28.282828276325134,2.040816326613948
4,26.041666667677216,82.47422680642427,28.282828276325134,2.040816326613948
5,26.041666667677216,82.47422680642427,94.79166667032992,52.8735632114984
6,16.326530608661464,35.41666666805617,94.79166667032992,52.8735632114984
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,16.326530608661464,35.41666666805617,64.28571428704008,79.59183673627346
2,76.53061224635255,79.16666668896191,64.28571428704008,79.59183673627346
3,76.53061224635255,79.16666668896191,44.68085106668714,0
4,50.00000000111366,77.08333333630182,44.68085106668714,0
5,50.00000000111366,77.08333333630182,84.37499998294697,48.93617021577565
6,6.9306930711721035,36.17021276812311,84.37499998294697,48.93617021577565
﻿time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.6:8081,172.17.40.5:8081
1,6.9306930711721035,36.17021276812311,68.08510640382835,82.82828282903262
2,73.11827955674376,73.68421051194527,68.08510640382835,82.82828282903262
3,73.11827955674376,73.68421051194527,40.0000000118713,5.050505051666858
4,55.555555542939,70.32967031828984,40.0000000118713,5.050505051666858
