time,172.17.40.3:8081,172.17.40.5:8081,172.17.40.4:8081,172.17.40.6:8081
1,14.285714285926412,39.130434785445495,0,0.99009901009357
2,14.285714285926412,39.130434785445495,48.88888888155903,50.526315791521434
3,65.16853931608294,45.16129032555867,48.88888888155903,50.526315791521434
4,65.16853931608294,45.16129032555867,46.66666666003746,75.82417581161577
5,38.636363630651104,47.31182796016496,46.66666666003746,75.82417581161577
6,38.636363630651104,47.31182796016496,77.38095239398642,41.93548386334603
7,51.57894737111779,78.65168538140892,77.38095239398642,41.93548386334603
8,51.57894737111779,78.65168538140892,37.93103447808679,51.04166666881409
9,73.33333334090571,43.82022472407975,37.93103447808679,51.04166666881409
10,73.33333334090571,43.82022472407975,47.19101122925412,66.66666667340367
11,38.88888888309507,48.88888889380241,47.19101122925412,66.66666667340367
12,38.88888888309507,48.88888889380241,70.21276596121818,42.04545453955411
13,58.51063830127317,74.15730335990611,70.21276596121818,42.04545453955411
14,58.51063830127317,74.15730335990611,39.560439563747614,53.684210542318866
15,71.4285714166352,42.857142850061074,39.560439563747614,53.684210542318866
16,71.4285714166352,42.857142850061074,48.42105263424344,72.04301075794177
17,41.93548387384481,55.55555556130446,48.42105263424344,72.04301075794177
18,41.93548387384481,55.55555556130446,63.63636362775726,40.4761904721689
19,59.55056180488547,70.32967031848972,63.63636362775726,40.4761904721689
20,59.55056180488547,70.32967031848972,39.99999999385586,48.38709677766369
21,72.04301075755059,45.16129032555867,39.99999999385586,48.38709677766369
22,72.04301075755059,45.16129032555867,44.827586201489325,64.77272726378266
23,54.94505495011587,51.111111116303086,44.827586201489325,64.77272726378266
24,54.94505495011587,51.111111116303086,66.27906977787966,47.77777777039403
25,54.54545455191872,56.97674416359689,66.27906977787966,47.77777777039403
26,54.54545455191872,56.97674416359689,47.727272707880196,54.34782607760369
27,54.65116279911874,51.612903216455976,47.727272707880196,54.34782607760369
28,54.65116279911874,51.612903216455976,50.00000000434975,74.99999998695073
29,42.22222221618587,51.11111110308061,50.00000000434975,74.99999998695073
30,42.22222221618587,51.11111110308061,71.11111110000854,45.054945059079024
31,57.60869565710822,68.13186812099946,71.11111110000854,45.054945059079024
32,57.60869565710822,68.13186812099946,46.06741573562342,50.00000000395433
33,62.49999999173187,43.298969083625224,46.06741573562342,50.00000000395433
34,62.49999999173187,43.298969083625224,54.945054936457524,58.139534876795196
35,50.561797745074664,49.99999999407771,54.945054936457524,58.139534876795196
36,50.561797745074664,49.99999999407771,64.70588236349005,39.08045977557023
37,56.17977528736557,76.08695652798009,64.70588236349005,39.08045977557023
38,56.17977528736557,76.08695652798009,42.222222226300346,47.77777778315839
39,60.43956042958356,40.449438196386744,42.222222226300346,47.77777778315839
40,60.43956042958356,40.449438196386744,55.31914893950517,65.21739130947125
41,38.043478264187755,55.91397849819896,55.31914893950517,65.21739130947125
42,38.043478264187755,55.91397849819896,78.65168536165059,35.63218390320111
43,57.95454544639007,64.51612903662415,78.65168536165059,35.63218390320111
44,57.95454544639007,64.51612903662415,41.379310350652965,53.26086956930926
45,64.44444446797903,42.69662921810353,41.379310350652965,53.26086956930926
46,64.44444446797903,42.69662921810353,49.42528736323347,61.17647058158371
47,40.44943821714173,57.77777778380514,49.42528736323347,61.17647058158371
48,40.44943821714173,57.77777778380514,56.81818181036468,36.904761911464526
49,61.538461543873915,63.736263758633726,56.81818181036468,36.904761911464526
50,61.538461543873915,63.736263758633726,46.73913043859939,51.68539326386947
51,58.06451613319644,47.31182796016496,46.73913043859939,51.68539326386947
52,58.06451613319644,47.31182796016496,51.11111110308061,66.29213483910773
53,46.73913043859939,57.95454544639007,51.11111110308061,66.29213483910773
54,46.73913043859939,57.95454544639007,60.46511627149474,40.90909091435245
55,59.090909082415465,62.637362643499884,60.46511627149474,40.90909091435245
56,59.090909082415465,62.637362643499884,44.44444444920526,56.666666657692986
57,52.27272726543628,43.678160914046494,44.44444444920526,56.666666657692986
58,52.27272726543628,43.678160914046494,48.27586207548302,56.32183908848168
59,47.674418611862194,53.409090901875075,48.27586207548302,56.32183908848168
60,47.674418611862194,53.409090901875075,66.66666667380788,53.60824742464458
61,57.9545454617237,55.172413800731235,66.66666667380788,53.60824742464458
62,57.9545454617237,55.172413800731235,42.22222221578165,56.382978740984804
63,61.538461543873915,49.462365594771256,42.22222221578165,56.382978740984804
64,61.538461543873915,49.462365594771256,50.53763441187882,64.51612902086336
65,48.93617020384805,58.24175824699489,50.53763441187882,64.51612902086336
66,48.93617020384805,58.24175824699489,60.46511627149474,43.023255820357825
67,57.3033707933418,74.46808511127423,60.46511627149474,43.023255820357825
68,57.3033707933418,74.46808511127423,45.454545459656664,61.538461543873915
69,64.8351648415525,43.47826086184568,45.454545459656664,61.538461543873915
70,64.8351648415525,43.47826086184568,55.91397848498295,58.82352940531956
71,40.860215046507676,61.29032258491029,55.91397848498295,58.82352940531956
72,40.860215046507676,61.29032258491029,55.813953497206334,46.80851064132815
73,59.77011493490095,57.95454544680347,55.813953497206334,46.80851064132815
74,59.77011493490095,57.95454544680347,46.06741572357184,58.51063830166019
75,67.03296702165463,46.06741572357184,46.06741572357184,58.51063830166019
76,67.03296702165463,46.06741572357184,51.68539326468699,60.22727273478922
77,41.93548387384481,59.77011495089671,51.68539326468699,60.22727273478922
78,41.93548387384481,59.77011495089671,62.92134832158784,46.15384614649639
79,69.14893615735056,55.5555555469322,62.92134832158784,46.15384614649639
80,69.14893615735056,55.5555555469322,43.61702127956015,56.81818182539764
81,51.06382977757503,45.8823529486488,43.61702127956015,56.81818182539764
82,51.06382977757503,45.8823529486488,55.05617976739502,59.34065936140386
83,44.56521739450219,64.51612903662415,55.05617976739502,59.34065936140386
84,44.56521739450219,64.51612903662415,68.18181817268565,44.68085105562004
85,69.23076923685815,48.863636369875046,68.18181817268565,44.68085105562004
86,69.23076923685815,48.863636369875046,44.444444448801036,58.88888887961878
87,48.3146067471671,44.318181812018295,44.444444448801036,58.88888887961878
88,48.3146067471671,44.318181812018295,53.40909091600607,55.55555556130446
89,45.65217390499729,60.43956042998334,53.40909091600607,55.55555556130446
90,45.65217390499729,60.43956042998334,60.215053767411554,47.25274725753141
91,71.42857143531054,50.000000006614506,60.215053767411554,47.25274725753141
92,71.42857143531054,50.000000006614506,45.652173916946225,61.29032256917474
93,43.33333332694666,41.57303370166026,45.652173916946225,61.29032256917474
94,43.33333332694666,41.57303370166026,53.932584261712734,51.648351653236844
95,43.1818181755795,65.55555557891049,53.932584261712734,51.648351653236844
96,43.1818181755795,65.55555557891049,63.73626374192652,48.4210526338605
97,61.17647058158371,56.666666658097206,63.73626374192652,48.4210526338605
98,61.17647058158371,56.666666658097206,50.000000006614506,62.222222212709575
99,53.333333338803776,42.70833332461734,50.000000006614506,62.222222212709575
100,53.333333338803776,42.70833332461734,59.55056178889784,60.215053767411554
101,49.45054945518424,59.99999999323764,59.55056178889784,60.215053767411554
102,49.45054945518424,59.99999999323764,54.545454538313884,45.74468085381413
103,63.33333332347036,58.51063830166019,54.545454538313884,45.74468085381413
104,63.33333332347036,58.51063830166019,49.99999999231982,61.11111110194879
105,53.260869569704695,38.636363640873526,49.99999999231982,61.11111110194879
106,53.260869569704695,38.636363640873526,55.681818174339284,57.30337079293304
107,42.85714286102642,63.95348836439011,55.681818174339284,57.30337079293304
108,42.85714286102642,63.95348836439011,50.57471265056576,42.69662921810353
109,65.1685393164917,49.42528736323347,50.57471265056576,42.69662921810353
110,65.1685393164917,49.42528736323347,41.86046511136022,66.26506023492784
111,50.549450554010654,46.73913043859939,41.86046511136022,66.26506023492784
112,50.549450554010654,46.73913043859939,59.090909082415465,62.765957450555184
113,49.438202252734555,56.47058822905543,59.090909082415465,62.765957450555184
114,49.438202252734555,56.47058822905543,68.42105265147194,45.34883721653303
115,72.82608696262515,56.989247315697696,68.42105265147194,45.34883721653303
116,72.82608696262515,56.989247315697696,41.758241751116046,61.79775279985363
117,42.69662921810353,46.31578946446531,41.758241751116046,61.79775279985363
118,42.69662921810353,46.31578946446531,57.30337079293304,53.84615385128946
119,47.826086948544315,64.4444444513072,57.30337079293304,53.84615385128946
120,47.826086948544315,64.4444444513072,53.763440863983845,42.391304340467606
121,67.05882354039872,47.82608696064799,53.763440863983845,42.391304340467606
122,67.05882354039872,47.82608696064799,18.947368416985352,0.9999999998399289
