time,172.17.40.3:8081,172.17.40.4:8081,172.17.40.5:8081,172.17.40.6:8081
1,49.45054944253193,0,0.9999999998399289,40.625000011747645
2,49.45054944253193,50.00000000485064,0.9999999998399289,40.625000011747645
3,46.153846157905434,50.00000000485064,79.34782609373046,56.04395604934206
4,46.153846157905434,71.27659576638685,79.34782609373046,56.04395604934206
5,61.5384615285286,71.27659576638685,64.28571427213815,37.77777777152585
6,61.5384615285286,64.21052631899815,64.28571427213815,37.77777777152585
7,59.302325590623106,64.21052631899815,46.590909096396125,71.73913044018111
8,59.302325590623106,52.87356321191656,46.590909096396125,71.73913044018111
9,45.45454546007007,52.87356321191656,75.28089888487366,61.70212767793729
10,45.45454546007007,66.27906975993571,75.28089888487366,61.70212767793729
11,65.59139783770172,66.27906975993571,61.95652174411632,42.04545453955411
12,65.59139783770172,47.77777778275417,61.95652174411632,42.04545453955411
13,66.66666668831199,47.77777778275417,50.00000000434975,70.45454546337733
14,66.66666668831199,48.93617021519512,50.00000000434975,70.45454546337733
15,43.95604394900611,48.93617021519512,71.11111111840503,61.05263159708687
16,43.95604394900611,77.31958763109307,71.11111111840503,61.05263159708687
17,74.46808509244207,77.31958763109307,46.66666665963324,46.315789476199555
18,74.46808509244207,50.56179775871077,46.66666665963324,46.315789476199555
19,51.648351653236844,50.56179775871077,48.35164835595804,79.1208791076513
20,51.648351653236844,42.69662920734253,48.35164835595804,79.1208791076513
21,49.999999992972086,42.69662920734253,80.64516129597577,52.80898877025445
22,49.999999992972086,75.5555555634064,80.64516129597577,52.80898877025445
23,72.82608694419456,75.5555555634064,54.94505495011587,47.126436788568896
24,72.82608694419456,63.829787237682176,54.94505495011587,47.126436788568896
25,66.66666666727912,63.829787237682176,65.55555556235542,80.64516127578581
26,66.66666666727912,40.69767441401045,65.55555556235542,80.64516127578581
27,49.45054945518424,40.69767441401045,75.28089886517962,54.02298851339895
28,49.45054945518424,74.35897435606829,75.28089886517962,54.02298851339895
29,76.08695650872424,74.35897435606829,61.45833332082778,48.9130434699224
30,76.08695650872424,61.70212764814506,61.45833332082778,48.9130434699224
31,59.139784950304,61.70212764814506,45.054945059478804,81.31868130554136
32,59.139784950304,46.06741573562342,45.054945059478804,81.31868130554136
33,59.139784950304,46.06741573562342,63.95348836439011,70.78651684367681
34,65.55555556235542,74.71264368830727,63.95348836439011,70.78651684367681
35,65.55555556235542,74.71264368830727,59.57446810354331,55.434782613406455
36,77.77777776578593,55.55555556130446,59.57446810354331,55.434782613406455
37,77.77777776578593,55.55555556130446,43.678160914046494,75.86206897647588
38,62.765957450555184,49.999999991300484,43.678160914046494,75.86206897647588
39,62.765957450555184,49.999999991300484,80.64516129597577,55.91397849859015
40,51.648351640022206,74.15730337889745,80.64516129597577,55.91397849859015
41,51.648351640022206,74.15730337889745,61.85567010509949,53.191489351689036
42,75.28089888528243,62.765957450555184,61.85567010509949,53.191489351689036
43,75.28089888528243,62.765957450555184,46.428571436738316,73.0337078546326
44,65.30612243501709,47.67441859853212,46.428571436738316,73.0337078546326
45,65.30612243501709,47.67441859853212,80.85106383481025,58.426966298500496
46,45.26315789698614,75.00000000909495,80.85106383481025,58.426966298500496
47,45.26315789698614,75.00000000909495,52.2222222138414,51.111111116303086
48,71.73913045873206,58.947368409249854,52.2222222138414,51.111111116303086
49,71.73913045873206,58.947368409249854,50.00000000525486,74.46808511088722
50,61.29032258491029,46.236559143057406,50.00000000525486,74.46808511088722
51,61.29032258491029,46.236559143057406,76.59574466655606,54.83870968148259
52,44.94382023005596,70.58823528664028,76.59574466655606,54.83870968148259
53,44.94382023005596,70.58823528664028,69.23076923725795,62.222222228806515
54,71.59090908158865,53.26086956930926,69.23076923725795,62.222222228806515
55,71.59090908158865,53.26086956930926,50.0000000062011,67.81609194491001
