time,172.17.40.3:8081,172.17.40.5:8081,172.17.40.4:8081,172.17.40.6:8081
1,0.9900990097333742,5.050505050479067,41.489361704532115,2.0408163262427257
2,48.88888889380241,5.050505050479067,41.489361704532115,49.462365594771256
3,48.88888889380241,48.351648343586895,47.77777777039403,49.462365594771256
4,53.84615383751249,48.351648343586895,47.77777777039403,50.537634412269995
5,53.84615383751249,53.409090901875075,58.88888889485337,50.537634412269995
6,53.84615385088968,53.409090901875075,58.88888889485337,54.08163265397034
7,53.84615385088968,45.054945058679245,46.236559143057406,54.08163265397034
8,54.16666665567694,45.054945058679245,46.236559143057406,45.74468085381413
9,54.16666665567694,48.863636369875046,48.35164835595804,45.74468085381413
10,47.25274724504164,48.863636369875046,48.35164835595804,47.19101122925412
11,47.25274724504164,51.685393264278225,43.82022471261605,47.19101122925412
12,48.93617021558214,51.685393264278225,43.82022471261605,48.88888888155903
13,48.93617021558214,50.00000000111366,44.827586213067995,48.88888888155903
14,57.44680851375915,50.00000000111366,44.827586213067995,50.52631579190437
15,57.44680851375915,45.161290314252284,46.0674157239806,50.52631579190437
16,47.19101124119088,45.161290314252284,46.0674157239806,50.000000002709136
17,47.19101124119088,47.82608696064799,47.82608696025255,50.000000002709136
18,50.537634399617616,47.82608696064799,47.82608696025255,47.19101124159964
19,50.537634399617616,46.59090909722294,45.16129032555867,47.19101124159964
20,48.387096778054875,46.59090909722294,45.16129032555867,48.93617021558214
21,48.387096778054875,49.46236558277926,45.05494504755136,48.93617021558214
22,50.53763439922644,49.46236558277926,45.05494504755136,47.77777777039403
23,50.53763439922644,47.42268041364707,51.61290322976873,47.77777777039403
24,47.368421055030026,47.42268041364707,51.61290322976873,48.351648343586895
25,47.368421055030026,48.38709677766369,44.444444437303225,48.351648343586895
26,43.1818181759929,48.38709677766369,44.444444437303225,45.34883721611001
27,43.1818181759929,46.315789476199555,45.05494504755136,45.34883721611001
28,59.34065934622108,46.315789476199555,45.05494504755136,57.30337079293304
29,59.34065934622108,53.26086955583017,51.06382977757503,57.30337079293304
30,58.333333335733386,53.26086955583017,51.06382977757503,47.77777778275417
31,58.333333335733386,46.06741573562342,47.674418611862194,47.77777778275417
32,47.311827948320186,46.06741573562342,47.674418611862194,46.66666665922902
33,47.311827948320186,43.95604395985283,46.59090907256886,46.66666665922902
34,59.99999999037957,43.95604395985283,46.59090907256886,61.111111117758284
35,59.99999999037957,58.510638286780534,48.9130434699224,61.111111117758284
36,45.652173916550794,58.510638286780534,48.9130434699224,49.46236559516244
37,45.652173916550794,44.565217383619206,48.3146067471671,49.46236559516244
38,47.25274725713163,44.565217383619206,48.3146067471671,44.56521739489763
39,47.25274725713163,49.462365594771256,52.74725273856746,44.56521739489763
40,55.78947368682261,49.462365594771256,52.74725273856746,42.85714286102642
41,55.78947368682261,43.95604396025261,52.747252752463034,42.85714286102642
42,55.913978484591766,43.95604396025261,52.747252752463034,51.61290322937755
43,55.913978484591766,46.87500000227374,46.153846157905434,51.61290322937755
44,45.454545448043696,46.87500000227374,46.153846157905434,45.74468085342712
45,45.454545448043696,54.65116278432285,59.77011495047855,45.74468085342712
46,47.82608696025255,54.65116278432285,59.77011495047855,51.648351653236844
47,47.82608696025255,47.72727272050789,47.82608696025255,51.648351653236844
48,47.31182796016496,47.72727272050789,47.82608696025255,50.00000000434975
49,47.31182796016496,46.5909090844825,47.25274724504164,50.00000000434975
50,47.126436788150734,46.5909090844825,47.25274724504164,53.191489364864154
51,47.126436788150734,48.35164835595804,49.462365594771256,53.191489364864154
52,48.95833333535443,48.35164835595804,49.462365594771256,46.315789476199555
53,48.95833333535443,49.999999991300484,47.19101122925412,46.315789476199555
54,45.454545448043696,49.999999991300484,47.19101122925412,49.47368421269097
55,45.454545448043696,57.29166668270914,46.153846157905434,49.47368421269097
56,46.5909090844825,57.29166668270914,46.153846157905434,47.19101124159964
57,46.5909090844825,43.95604394900611,51.54639175406205,47.19101124159964
58,50.00000000395433,43.95604394900611,51.54639175406205,47.311827947929004
59,50.00000000395433,45.652173916946225,50.000000003096154,47.311827947929004
60,54.444444449852,45.652173916946225,50.000000003096154,47.727272733135585
61,54.444444449852,48.38709676554972,47.77777778275417,47.727272733135585
62,54.25531915199115,48.38709676554972,47.77777778275417,49.4623655700049
63,54.25531915199115,43.18181818700456,46.66666665922902,49.4623655700049
64,47.25274725713163,43.18181818700456,46.66666665922902,49.43820225314332
65,47.25274725713163,45.555555548468234,46.73913043859939,49.43820225314332
66,55.81395348167263,45.555555548468234,46.73913043859939,56.81818182539764
67,55.81395348167263,51.0869565256075,46.06741572357184,56.81818182539764
68,55.43478261301102,51.0869565256075,46.06741572357184,43.95604397109933
69,55.43478261301102,46.66666667130172,54.34782609175329,43.95604397109933
70,43.52941177174014,46.66666667130172,54.34782609175329,47.77777777039403
71,43.52941177174014,47.82608694814889,46.66666665963324,47.77777777039403
72,46.73913043859939,47.82608694814889,46.66666665963324,48.936170215969156
73,46.73913043859939,53.26086956930926,49.462365594771256,48.936170215969156
74,53.76344085091505,53.26086956930926,49.462365594771256,44.444444437303225
75,53.76344085091505,50.53763441187882,45.555555548468234,44.444444437303225
